url,name,address,phone,email,www,facebook,twitter
http://www.spaweek.com/spa/14806/a-day-away-spa,A Day Away Spa,"""305.5 Bard Street Port Huron, MI 48060""",810.989.2929,kshieredie@netscape.net ,www.adayawayspa.com,https://www.facebook.com/pages/A-Day-Away-Spa/154195697943144?id=154195697943144,#N/A
http://www.spaweek.com/spa/14001/a-day-of-delight-health-amp-beauty-spa,A Day Of Delight Health & Beauty Spa,"""206 Southwest Atlanta Avenue Stuart, FL 34994""",772.223.5540,guestservices@adayofdelight.com,#N/A,#N/A,#N/A
http://www.spaweek.com/spa/2535/a-day-spa,A Day Spa,"""8348 Center Drive, Suite D La Mesa, CA 91942""",619.293.3093,adayspa@gmail.com,www.adayspa.com,#N/A,#N/A
http://www.spaweek.com/spa/17483/a-day-spa,A Day Spa,"""2206 Executive Drive, Suite B Hampton, VA 23666""",757.826.7616,#N/A,www.adayspa.net,#N/A,#N/A
http://www.spaweek.com/spa/13267/a-feel-good-experience-spa,A Feel Good Experience Spa,"""4813 Broadway Addison, TX 75001""",214.919.4641,#N/A,www.feelgoodexperience.com,#N/A,#N/A
http://www.spaweek.com/spa/16655/a-glo-spa-amp-salon,A Glo Spa & Salon,"""3023 Milton Avenue, Suite 161 Janesville, WI 53545""",608.741.7848,#N/A,www.aglospa.com,#N/A,#N/A
http://www.spaweek.com/spa/17673/a-harmony-nail-spa,A Harmony Nail Spa,"""953 East Sahara Avenue, Suite E-11A Las Vegas, NV 89104""",702.792.6245,paula@aharmonynailspa.com,www.aharmonynailspa.com/,https://www.facebook.com/A-Harmony-Nail-Spa-Las-Vegas-Nevada-114750341908267/,#N/A
http://www.spaweek.com/spa/13096/a-heavenly-touch-spa-of-beauty,A Heavenly Touch Spa of Beauty,"""908 Bridge Street New Cumberland, PA 17070""",717.774.2536,#N/A,www.aheavenlytch.com,#N/A,#N/A
http://www.spaweek.com/spa/15444/a-lily-of-gold-day-spa,A Lily of Gold Day Spa,"""2006 Columbus Parkway Benicia, CA 94510""",707.747.5000,pamperme@alilyofgoldspa.com,www.alilyofgoldspa.com,https://www.facebook.com/pages/A-Lily-of-Gold-Day-Spa/161368993919092,https://twitter.com/alilyofgoldspa
http://www.spaweek.com/spa/10934/a-majestic-touch-day-spa,A Majestic Touch Day Spa,"""503 East Columbia Avenue Leesville, SC 29070""",803.604.9978,#N/A,www.amajestictouchdayspa.com,#N/A,#N/A
http://www.spaweek.com/spa/858/a-new-spirit-wellness-center-amp-spa,A New Spirit Wellness Center & Spa,"""4907 West 29th Avenue Denver, CO 80212""",303.477.1652,info@anewspirit.com,www.anewspirit.com,#N/A,#N/A
http://www.spaweek.com/spa/35872/a-peaceful-escape-salon-and-day-spa,A Peaceful Escape Salon and Day Spa,"""305 North Avenue Wakefield, MA 01880""",781.245.2050,apeacefulesc@yahoo.com,www.apeacefulescapespa.com/,https://www.facebook.com/pages/A-Peaceful-Escape-Salon-and-Day-Spa-LLC/1475907949357724,#N/A
http://www.spaweek.com/spa/12093/a-perfect-face-european-day-spa,A Perfect Face European Day Spa,"""12638 Ocean Gateway Village Ocean City, MD 21842""",410.213.9883,info@aperfectface.com,www.aperfectface.com,https://www.facebook.com/apfdayspa,#N/A
http://www.spaweek.com/spa/15448/a-simple-touch-spa,A Simple Touch Spa,"""239 Center Street, Suite C Healdsburg, CA 95448""",707.433.6856,#N/A,www.asimpletouchspa.com,#N/A,#N/A
http://www.spaweek.com/spa/28471/a-spa-day-walk-in-massage,A Spa Day Walk-In Massage,"""1623 Starr Drive Yuba City, CA 95991""",530.933.1120,jlmh2008@yahoo.com,www.aspaday.net,#N/A,#N/A
http://www.spaweek.com/spa/4223/a-spa-for-you-sedona-day-spa,A Spa for You Sedona Day Spa,"""30 Kayenta Court, Suite 1 Sedona, AZ 86336""",928.282.3895,thea@aspaforyou.com,www.aspaforyou.com,#N/A,#N/A
http://www.spaweek.com/spa/2234/a-studio-day-spa,A Studio Day Spa,"""10 Main Street Easthampton, NY 11937""",631.324.6996,#N/A,www.astudiodayspa.com/Welcome.html,#N/A,#N/A
http://www.spaweek.com/spa/10179/a-time-to-spa,A Time To Spa,"""25556 Mill Street Olmsted Falls, OH 44138""",440.427.8629,#N/A,www.atimetospa.com,#N/A,#N/A
http://www.spaweek.com/spa/16209/a-to-z-beauty-spa,A To Z Beauty Spa,"""1947 Highway 62 E Mountain Home, AR 72653""",870.321.4247,#N/A,#N/A,#N/A,#N/A
http://www.spaweek.com/spa/29094/a-total-tan-spa,A Total Tan Spa,"""262 East Geneva Road Wheaton, IL 60187""",630.221.8267,#N/A,www.atotaltanspa.com,#N/A,#N/A
http://www.spaweek.com/spa/6221/a-touch-of-a-feather-day-spa,A Touch Of A Feather Day Spa,"""207 Uptown Square Murfreesboro, TN 37129""",615.867.0017,#N/A,www.atouchofafeather.net,#N/A,#N/A
http://www.spaweek.com/spa/28750/a-touch-of-class-day-spa-amp-hair-salon,A Touch of Class Day Spa & Hair Salon,"""2964 Wellington Circle Tallahassee, FL 32309""",850.893.3033,#N/A,www.atouchofclasssalonspa.com,#N/A,#N/A
http://www.spaweek.com/spa/138/a-touch-of-eden-salon-amp-spa,A Touch of Eden Salon & Spa,"""140 North Broad Street Winder, GA 30680""",770.868.8036,#N/A,www.atouchofedendayspa.com,#N/A,#N/A
http://www.spaweek.com/spa/26800/a-touch-of-spa-llc,"""A Touch of Spa, LLC""","""4124 Chattahoochee Trace, Suite 101 Duluth, GA 30097""",678.925.6084,huntertrianak@gmail.com,www.karens.massagetherapy.com,#N/A,#N/A
http://www.spaweek.com/spa/6625/a-victorian-day-spa,A Victorian Day Spa,"""356 Park Road West Hartford, CT 06119""",860.232.6782,#N/A,www.victoriandayspa.com,#N/A,#N/A
http://www.spaweek.com/spa/3400/a-womens-club-fitness-center-amp-day-spa,A Women's Club Fitness Center & Day Spa,"""14175 Sullyfield Circle Chantilly, VA 20151""",703.817.0700,#N/A,www.thewomens-club.com,#N/A,#N/A
http://www.spaweek.com/spa/11284/a-zen-salon-and-day-spa,A Zen Salon and Day Spa,"""5660 North Union Boulevard Colorado Springs, CO 80918""",719.598.1390,#N/A,#N/A,#N/A,#N/A
http://www.spaweek.com/spa/1876/af-bennett-salon-amp-wellness-spa,A.F. Bennett Salon & Wellness Spa,"""350 New Dorp Lane Staten Island, NY 10306""",718.979.9000,wellness@afbennett.com,#N/A,https://www.facebook.com/pages/AF-Bennett-Salon-and-Wellness-Spa/137511103551,https://twitter.com/AFBSalonAndSpa
http://www.spaweek.com/spa/4492/art-massage-body-spa,A.R.T. Massage Body Spa,"""215 West Sunset Road San Antonio, TX 78209""",210.832.0892,#N/A,www.artbodyspa.com,#N/A,#N/A
http://www.spaweek.com/spa/19692/aaahhsome-salon-amp-day-spa,Aaahhsome Salon & Day Spa,"""1925 Crockett Road Palestine, TX 75801""",903.723.2329,#N/A,www.facebook.com/pages/Aaahhsome-Salon-and-Day-Spa/138729379517327,#N/A,#N/A
http://www.spaweek.com/spa/17664/abc-day-spa,ABC Day Spa,"""901 West Main Street, Suite 120 Freehold, NJ 07728""",732.625.1600,info@abcdayspa.com ,www.abcdayspa.com,https://www.facebook.com/ABCDaySpaAtCentraState,#N/A
http://www.spaweek.com/spa/1699/abella-salon-amp-spas,Abella Salon & Spas,"""839 Wesley Ave Ocean City, NJ 08226""",609.399.6999,#N/A,www.abellasalon.com,https://www.facebook.com/abellasalonandspas,https://www.twitter.com/abellasalonspas
http://www.spaweek.com/spa/5742/abella-salon-and-spa,Abella Salon and Spa,"""3989 East Arapahoe Road, Suite 110 Centennial , CO 80122""",303.547.7846,#N/A,www.abellaspa.com,#N/A,#N/A
http://www.spaweek.com/spa/17017/abloom-medical-spa,Abloom Medical Spa,"""17218 North 72nd Drive, Suite 110 Glendale, AZ 85308""",623.691.8319,#N/A,www.abloommedspa.com,#N/A,#N/A
http://www.spaweek.com/spa/17442/ablution-day-spa-amp-salon,Ablution Day Spa & Salon,"""4904 Central Avenue Suite A Hot Springs, AR 71913""",501.525.6450,#N/A,www.ablutiondayspa.com,https://www.facebook.com/Ablutiondayspa?rf=107389939317206,#N/A
http://www.spaweek.com/spa/12744/about-face-day-spa,About Face Day Spa,"""1107 North Main Street High Point, NC 27262""",336.889.0400,#N/A,#N/A,#N/A,#N/A
http://www.spaweek.com/spa/370/about-faces-day-spa-amp-salon,About Faces Day Spa & Salon,"""894 Kenilworth Drive Towson, MD 21204""",410.828.8666,#N/A,www.aboutfacesdayspa.com,#N/A,#N/A
http://www.spaweek.com/spa/27649/above-amp-beyond-salon-dayspa,Above & Beyond Salon ~ Dayspa,"""18734 Cortez Boulevard Brooksville, FL 34601""",352.593.4923,aboveandbeyondsalonspa@gmail.com,#N/A,#N/A,#N/A
http://www.spaweek.com/spa/15867/absolute-nirvana-spa-tea-room-amp-gardens,"""Absolute Nirvana Spa, Tea Room & Gardens""","""106 Faithway Street Santa Fe, NM 87501""",505.983.7942,#N/A,www.absolutenirvana.com,#N/A,#N/A
http://www.spaweek.com/spa/7965/absolute-salon-and-day-spa,Absolute Salon and Day Spa,"""55097 Van Dyke Avenue Shelby Township, MI 48316""",586.992.1908,absolutesalondayspa@yahoo.com,www.absolutesalondayspa.com,#N/A,#N/A
http://www.spaweek.com/spa/16356/absolute-vitality-spa,Absolute Vitality Spa,"""2100 South Priest Road, Suite 160 Tempe, AZ 85281""",480.734.0315,#N/A,www.absolutevitalityspa.com,#N/A,#N/A
http://www.spaweek.com/spa/10527/absolute-wellness-healing-spa,Absolute Wellness Healing Spa,"""4050 Williston Road South Burlington, VT 05403""",802.863.2200,#N/A,www.absolutewellnesshealingspa.com,#N/A,#N/A
http://www.spaweek.com/spa/4385/absolute-wellness-spa,Absolute Wellness Spa,"""11300 Legacy Avenue, Suite 29 Palm Beach Gardens, FL 33410""",561.254.7572,absolutespa@bellsouth.net,www.absolutewellnessspa.com,#N/A,#N/A
http://www.spaweek.com/spa/3860/absolutely-chic-day-spa,Absolutely Chic Day Spa,"""8801 West Union Hills Drive, #D-200 Peoria, AZ 85382""",623.594.3546,info@absolutelychic.net ,www.absolutelychicskincare.com,https://www.facebook.com/AbsolutelyChicAZ/?rf=161155523908492,#N/A
http://www.spaweek.com/spa/37725/absolutely-fabulous-spa,Absolutely Fabulous Spa,"""8765 Stockard Drive, Suite 903 Frisco, TX 75034""",214.295.5359,fabesthetics@gmail.com,www.absolutelyfabspa.com,https://www.facebook.com/absolutelyfabspa,#N/A
http://www.spaweek.com/spa/9744/acacia-spa,Acacia Spa,"""1536 East Primrose Springfield, MO 65804""",417.823.8318,arkennedy@acacia-spa.com,www.acacia-spa.com,https://www.facebook.com/acaciaspaspringfield,https://twitter.com/AcaciaSpa
http://www.spaweek.com/spa/28051/acacia-spa,Acacia Spa,"""108 Greenwich Street, 4F New York, NY 10006""",646.912.9912,acaciaspa1@gmail.com,www.acaciaspainc.com,https://www.facebook.com/AcaciaSpaInc,#N/A
http://www.spaweek.com/spa/5900/accent-aesthetics-medical-and-laser-day-spa,Accent Aesthetics Medical and Laser Day Spa,"""323 South Pitney Road, Suite 100 Galloway, NJ 08205""",609.652.6550,accentaesthetics@earthlink.net,www.accentmedicalspa.com,https://www.facebook.com/pages/Accent-Aesthetics-Medical-Laser-Day-Spa/160788124020210,#N/A
http://www.spaweek.com/spa/989/accents-cosmetic-surgery-amp-medical-spa,Accents Cosmetic Surgery & Medical Spa,"""44650 Delco Boulevard Sterling Heights, MI 48313""",586.254.7692,#N/A,www.accentscosmeticsurgery.com,#N/A,#N/A
http://www.spaweek.com/spa/17856/acqui-spa,Acqui Spa,"""12630 Metro Parkway Fort Myers, FL 33966""",239.332.2355,info@acquispa.com,www.acquispa.com,#N/A,#N/A
http://www.spaweek.com/spa/16207/acropolis-salon-and-day-spa,Acropolis Salon and Day Spa,"""1208 South Walton Boulevard, Suite B Bentonville, AR 72712""",479.271.9909,#N/A,www.facebook.com/pages/Acropolis-Salon-and-Day-Spa/133488103386419,#N/A,#N/A
http://www.spaweek.com/spa/14805/act-ii-hair-salon-amp-spa,Act II Hair Salon & Spa,"""50400 Van Dyke Avenue Shelby Township, MI 48317""",586.254.9171,#N/A,www.act2salonandspa.com/Act2Salon/,#N/A,#N/A
http://www.spaweek.com/spa/1080/acuspa,AcuSpa,"""1930 East Colorado Boulevard Pasadena, CA 91107""",626.578.9119,acuspa@acuspapasadena.com,www.acuspapasadena.com,https://www.facebook.com/AcuSpa350?rf=241380502554683,#N/A
http://www.spaweek.com/spa/6222/adagio-massage-co-amp-spa,Adagio Massage Co. & Spa,"""1300 Division Street Nashville, TN 37203""",615.777.0602,#N/A,www.adagiomassageco.com,#N/A,#N/A
http://www.spaweek.com/spa/11474/adam-broderick-salon-amp-spa,Adam Broderick Salon & Spa,"""89 Danbury Road Ridgefield, CT 06877""",203.431.3994,dhardwick@digitsconsulting.com,www.adambroderick.com,https://www.facebook.com/pages/Adam-Broderick-Salon-Spa/61747257804,https://www.twitter.com/adambroderick
http://www.spaweek.com/spa/20229/adam-broderick-salon-amp-spa,Adam Broderick Salon & Spa,"""730 Main Street South Southbury, CT 06488""",203.431.3994,#N/A,www.adambroderick.com,https://www.facebook.com/pages/Adam-Broderick-Salon-Spa/61747257804,#N/A
http://www.spaweek.com/spa/4054/adamo-day-spa-retreat,Adamo Day Spa Retreat,"""114 front street Scituate Harbor, MA 02066""",781.383.3011,info@adamodayspa.com,www.adamodayspa.com,#N/A,#N/A
http://www.spaweek.com/spa/4964/adara-spa,Adara Spa,"""800 Saint Mary's Street, Suite 301 Raleigh, NC 27605""",919.834.9886,Sunny@adaraspa.com,www.adaraspa.com/,#N/A,#N/A
http://www.spaweek.com/spa/5833/adara-spa,Adara Spa,"""115 Lewis Wharf Boston, MA 02110""",617.227.5499,info@adaraspaboston.com,www.adaraspaboston.com,https://www.facebook.com/pages/Adara-Spa/105879066344?ref=ts,https://twitter.com/Adara_Spa
http://www.spaweek.com/spa/1881/addison-street-spa,Addison Street Spa,"""9 Addison Street Larchmont, NY 10538""",914.833.3223,#N/A,www.addisonstreetspa.com/welcome.html,#N/A,#N/A
http://www.spaweek.com/spa/19895/adivas-ageless-aesthetic-spa,Adiva's Ageless Aesthetic Spa,"""424 West James Lee Boulevard Crestview, FL 32536""",850.689.2260,#N/A,www.adivaspa.com,#N/A,#N/A
http://www.spaweek.com/spa/26337/adonia-skin-wellness-spa,Adonia Skin Wellness Spa,"""5650 Park Boulevard, Unit 1 Pinellas Park, FL 33781""",727.575.7950,anupambahl@hotmail.com,www.adoniaskinwellnessspa.com,#N/A,#N/A
http://www.spaweek.com/spa/22679/adonis-spa,Adonis Spa,"""17050 Bushard Street, Suite 217 Fountain Valley, CA 92708""",714.904.2240,#N/A,www.adonisspagirls.com,https://www.facebook.com/pages/Adonis-Spa/403194873039406,#N/A
http://www.spaweek.com/spa/1882/adrianas-spa-timeless,Adriana's Spa Timeless,"""212 Main Street Eastchester, NY 10709""",914.395.1555,#N/A,www.adrianaspabeauty.com,#N/A,#N/A
http://www.spaweek.com/spa/30971/adrienne-michelles-salon-and-spa,Adrienne Michelle's Salon and Spa,"""3720 San Jose Place Jacksonville, FL 32257""",904.359.2573,#N/A,www.adriennemichelle.com,#N/A,#N/A
http://www.spaweek.com/spa/20528/adrift-float-spa,Adrift Float Spa,"""8315 Preston Road Dallas, TX 75225""",214.36.FLOAT (214.363.5628),#N/A,www.adriftfloatspa.com,https://www.facebook.com/adriftdallas,https://twitter.com/adriftfloatspa
http://www.spaweek.com/spa/16153/advanced-beauty-care-day-spa,Advanced Beauty Care Day Spa,"""213 Flagler Avenue New Smyrna Beach, FL 32169""",386.428.8122,abcdayspa@yahoo.com ,www.advancedbeautycaredayspa.com,#N/A,#N/A
http://www.spaweek.com/spa/4147/advanced-laser-and-medical-spa-of-rye,Advanced Laser and Medical Spa of Rye,"""262 Purchase Street Rye, NY 10580""",914.921.2506,mivanovmd@optonline.net,www.medicalspaofrye.com,http://www.facebook.com/pages/Advanced-Laser-Medical-Spa-of-Rye/137298916321240,#N/A
http://www.spaweek.com/spa/27206/advanced-laser-clinic-amp-medspa,Advanced Laser Clinic & Medspa,"""5101 Washington Street, Unit 20 Gurnee, IL 60031""",847.263.4343,gurneemedspa@att.net,www.gurneemedispa.com,https://www.facebook.com/Advancedlasermedspa,#N/A
http://www.spaweek.com/spa/1883/advanced-skincare-day-spa,Advanced SkinCare Day Spa,"""140 West 57th Street, Suite 3C New York, NY 10019""",212.758.8867,info@advancedspa.com,www.advancedspa.com,https://www.facebook.com/AdvancedSkinCareDaySpa,#N/A
http://www.spaweek.com/spa/35461/adventure-212-spa,Adventure 212 Spa,"""3217 John Joanis Drive Stevens Point, WI 54482""",715.343.0212,#N/A,www.adventure212.com/,#N/A,#N/A
http://www.spaweek.com/spa/12257/adventure-spa,Adventure Spa,"""275 Winthrop Street Rehoboth, MA 02769""",508.252.9128,#N/A,www.adventurespa.biz,#N/A,#N/A
http://www.spaweek.com/spa/11475/aetheria-relaxation-spa,Aetheria Relaxation Spa,"""121 Cherry Street New Canaan, CT 06840""",203.966.6650,#N/A,www.aetheriaspa.com,#N/A,#N/A
http://www.spaweek.com/spa/11593/afterglow-spa,Afterglow Spa,"""1431 Riverstone Parkway Canton, GA 30114""",770.720.1134,#N/A,www.afterglowspa.net,#N/A,#N/A
http://www.spaweek.com/spa/38338/agape-day-spa,Agape Day Spa,"""18525 Sutter Boulevard, Suite 220 Morgan Hill, CA 95037""",408.776.0281,cindy@agapedayspa-mh.com,www.agapedayspa-mh.com/,#N/A,#N/A
http://www.spaweek.com/spa/10460/agape-medical-spa-amp-weight-loss-center,Agape Medical Spa & Weight Loss Center,"""400 Bald Hill Road, Suite 506 Warwick, RI 02886""",401.737.7546,frontdesk@agapemedical.com,www.agapemedical.com,https://www.facebook.com/agapemedical,https://twitter.com/AgapeMedicalSpa
http://www.spaweek.com/spa/12232/agape-medical-spa-amp-weight-loss-center,Agape Medical Spa & Weight Loss Center,"""191 Bedford Street Fall River, MA 02720""",508.674.4000,agapemedical@msn.com,www.agapemedical.com,https://www.facebook.com/agapemedical,https://twitter.com/AgapeMedicalSpa
http://www.spaweek.com/spa/22671/age-of-new-beginnings-spa,Age of New Beginnings Spa,"""161 Rose Drive Lake Ronkonkoma, NY 11779""",631.675.2762,ellenp@ageofnewbeginnings.com,www.ageofnewbeginnings.com,#N/A,#N/A
http://www.spaweek.com/spa/10750/agea-spa-amp-salon,Agea Spa & Salon,"""217 South Nicolet Road Appleton, WI 54914""",920.955.2772,#N/A,www.ageaspa.com,#N/A,#N/A
http://www.spaweek.com/spa/31373/ageless-day-spa,Ageless Day Spa,"""6006 Smoke Ranch Road Las Vegas, NV 89108""",702.418.7000,agelessascension@gmail.com,www.agelessdayspalv.com/,#N/A,#N/A
http://www.spaweek.com/spa/6783/ageless-med-spa,Ageless Med Spa,"""414 West Grand Parkway South, Suite 115 Katy, TX 77494""",281.392.3700,katie@agelessmedspakaty.com,#N/A,https://www.facebook.com/AgelessMedSpaKaty,https://twitter.com/AgelessMedSpaTX
http://www.spaweek.com/spa/11563/agora-spa-at-the-stamford-marriott-hotel,Agora Spa at The Stamford Marriott Hotel,"""243 Tresser Boulevard Stamford, CT 06901""",203.977.1234,jlewis@agoraspa.com,www.agoraspa.com,#N/A,#N/A
http://www.spaweek.com/spa/8166/agua-de-vida-spa,Agua de Vida Spa,"""119 North San Gabriel Boulevard San Gabriel, CA 91775""",626.286.6312,aguadevidaspa@sbcglobal.net,www.aguadevidaspa.com,#N/A,#N/A
http://www.spaweek.com/spa/15552/agua-serena-spa-at-hyatt-regency-indian-wells-resort-amp-spa,Agua Serena Spa at Hyatt Regency Indian Wells Resort & Spa,"""44-600 Indian Wells Lane Indian Wells, CA 92210""",760.341.1000,#N/A,www.aguaserenaspa.com,https://www.facebook.com/HyattRegencyIndianWellsResort,https://twitter.com/HyattRegency_IW
http://www.spaweek.com/spa/17944/aishas-salon-amp-spa-hillcroft,Aisha's Salon & Spa - Hillcroft,"""5704 Hilcroft Houston, TX 77036""",713.532.4742,#N/A,www.aishassalonandspa.com,#N/A,#N/A
http://www.spaweek.com/spa/16829/aishas-salon-amp-spa-wilcrest,Aisha's Salon & Spa - Wilcrest,"""11246 South Wilcrest South Houston, TX 77099""",281.495.4979,#N/A,www.aishassalonandspa.com,#N/A,#N/A
http://www.spaweek.com/spa/17947/aishas-salon-amp-spa-clearlake,Aisha's Salon & Spa – Clearlake,"""15134 Highway 3 Old Galveston Road Webster, TX 77598""",281.486.4400,#N/A,www.aishassalonandspa.com,#N/A,#N/A
http://www.spaweek.com/spa/17949/aishas-salon-amp-spa-highway-6,Aisha's Salon & Spa – Highway 6,"""8751 Highway 6 South Houston, TX 77083""",281.568.4900,#N/A,www.aishassalonandspa.com,#N/A,#N/A
http://www.spaweek.com/spa/17948/aishas-salon-amp-spa-katy,Aisha's Salon & Spa – Katy,"""2002 Fry Road, ste 101 Houston, TX 77084""",281.398.4477,#N/A,www.aishassalonandspa.com,#N/A,#N/A
http://www.spaweek.com/spa/17951/aishas-salon-amp-spa-north-houston,Aisha's Salon & Spa – North Houston,"""10714 Farm to Market 1960 West Road Houston, TX 77070""",281.477.9494,#N/A,www.aishassalonandspa.com,#N/A,#N/A
http://www.spaweek.com/spa/17952/aishas-salon-amp-spa-pearland,Aisha's Salon & Spa – Pearland,"""2810 Business Center Drive, Suite 130 Pearland, TX 77584""",713.436.6617,#N/A,www.aishassalonandspa.com,#N/A,#N/A
http://www.spaweek.com/spa/17946/aishas-salon-amp-spa-settlers-way,Aisha's Salon & Spa – Settlers Way,"""2448 Settlers Way Boulevard @ HWY 6 Sugarland, TX 77478""",281.313.0455,#N/A,www.aishassalonandspa.com,#N/A,#N/A
http://www.spaweek.com/spa/17950/aishas-salon-amp-spa-veterans-memorial,Aisha's Salon & Spa – Veterans Memorial,"""12006 Veterans Memorial Drive Houston, TX 77067""",281.397.9990,#N/A,www.aishassalonandspa.com,#N/A,#N/A
http://www.spaweek.com/spa/10187/ajs-spa-millennium,AJ's Spa Millennium,"""3365 Richmond Road, Suite 120 Beachwood, OH 44122""",216.593.0271,#N/A,www.ajsspamillennium.com,#N/A,#N/A
http://www.spaweek.com/spa/21877/alamo-med-spa,Alamo Med Spa,"""3201 Danville Boulevard, Suite 155 Alamo, CA 94507""",925.831.1324,#N/A,www.lasersolutionsmd.net,#N/A,#N/A
http://www.spaweek.com/spa/990/alandre-salon-and-day-spa,Alandre Salon and Day Spa,"""20091 Haggerty Road Northville, MI 48167""",248.449.7500,#N/A,www.alandresalon.com,#N/A,#N/A
http://www.spaweek.com/spa/17209/alantra-spa,Alantra Spa,"""21 Main Street, Suite 1A North Reading, MA 01864""",978.276.3400,info@alantraspa.com,www.alantraspa.com,#N/A,#N/A
http://www.spaweek.com/spa/1561/alaya-spa-at-the-bonaventure-resort,aLaya Spa at The Bonaventure Resort,"""250 Racquet Club Road Weston, FL 33326""",954.349.5500,crussillo@bonaventurefl.com,www.bonaventureresortandspa.com/ftlauderdale_spa,#N/A,#N/A
http://www.spaweek.com/spa/4924/alba-day-spa,Alba Day Spa,"""7519 15th Avenue Brooklyn, NY 11228""",347.702.9740,#N/A,www.albadayspa.com,#N/A,#N/A
http://www.spaweek.com/spa/5024/albinaspa,Albina'Spa,"""170 East 61st Street, 1st Floor New York, NY 10065""",212.888.0891,#N/A,www.albinaspa.com,https://www.facebook.com/pages/AlbinaSPA/152214194803599,#N/A
http://www.spaweek.com/spa/23246/alchemie-spa,Alchemie Spa,"""2021 Main Street, Suite B Santa Monica, CA 90405""",310.310.8880,alchemiespa@hotmail.com  ,www.alchemiespa.com,http://www.facebook.com/AlchemieSpa,https://twitter.com/alchemiespa
http://www.spaweek.com/spa/16085/alchemy-space-salon,Alchemy Space Salon,"""119 West 23rd Street, Suite 710 New York, NY 10011""",212.206.6690,#N/A,www.alchemyspace.com,#N/A,#N/A
